-1.047822475433349965e+01,3.473006226122378748e-01,2.960295364260672746e-01,1.197767525911330955e+00,7.461012415587903179e-02,7.268745712935924252e-02,-1.139927310943602912e+01,-7.007049560546874112e-01,-1.960509014129639072e+00,1.588763022422789994e+00,2.467421442270278931e-01,-8.419141173362731934e-01,-4.429456377029419301e+00,5.029449939727783203e+00,8.036743593215941672e+00,7.777184009552001731e-01,1.366107672452927080e+00,-1.496047818660735995e+00,-9.947813034057617188e+00,9.723196893930434737e-01,-2.381664419174193803e+00,4.209570527076720858e-01,2.771309420466422924e-01,4.207434296607970858e-01,-9.947813034057617188e+00,9.723196893930434737e-01,-2.381664419174193803e+00,4.209570527076720858e-01,2.771309420466422924e-01,4.207434296607970858e-01,-9.517919339631731646e+00,-2.148503065109252930e+00,3.174567410820408053e+00,1.092771448587116945e+00,1.145166876284700042e-01,-5.767998413035744232e-01
-1.036286458969115998e+01,4.425183624029159213e-01,2.777184262871741915e-01,1.215285134315490900e+00,9.602648839354516186e-02,4.950865004211663783e-02,-1.130649681091309056e+01,-7.666249275207519531e-01,-1.667531323432922097e+00,1.546891665458679066e+00,2.796410918235778809e-01,-8.696859598159789595e-01,-4.487092790149507238e+00,5.042238757723853659e+00,8.084207262311663200e+00,7.703888870420909640e-01,1.451968987782795928e+00,-1.546220279875256010e+00,-9.809259033203124645e+00,1.002227818965911954e+00,-2.054505962133406971e+00,3.819162547588347834e-01,2.523499175906180891e-01,4.019440338015555780e-01,-9.809259033203124645e+00,1.002227818965911954e+00,-2.054505962133406971e+00,3.819162547588347834e-01,2.523499175906180891e-01,4.019440338015555780e-01,-9.591357088088990679e+00,-2.148503065109252930e+00,3.081148540973662975e+00,1.115092957019806041e+00,1.295663334429263958e-01,-5.564515918493270208e-01
-1.016815671920775976e+01,5.114902079105376753e-01,1.214636599645017995e-01,1.236167418956757080e+00,1.460158038884400988e-01,3.193761920556426048e-02,-1.135532627105713033e+01,-9.228796839714050737e-01,-1.411175799369811967e+00,1.511429190635680930e+00,3.057038962841033825e-01,-8.908352971076964888e-01,-4.455702304840087891e+00,4.852442741394042969e+00,8.093508243560791016e+00,7.514419853687286377e-01,1.533326208591460960e+00,-1.601153612136841042e+00,-9.671315097808838246e+00,1.040070790052413985e+00,-1.626026082038878995e+00,3.839457333087921143e-01,2.321085177361965068e-01,3.899273723363875788e-01,-9.671315097808838246e+00,1.040070790052413985e+00,-1.626026082038878995e+00,3.839457333087921143e-01,2.321085177361965068e-01,3.899273723363875788e-01,-9.641406965255736594e+00,-2.171697103977202836e+00,3.029877495765686213e+00,1.139553511142731068e+00,1.353877402842044997e-01,-5.341273277997971025e-01
-1.005584878921509073e+01,5.371257662773132324e-01,-1.574755100533365981e-01,1.258972394466399969e+00,2.065797887742518990e-01,1.767784627154469004e-02,-1.128696479797362962e+01,-1.132847023010254084e+00,-1.184118103981018022e+00,1.482589173316954945e+00,3.157444894313812256e-01,-9.047212004661560059e-01,-4.486220836639404297e+00,4.535050153732299805e+00,8.105715751647949219e+00,7.482375502586364746e-01,1.611300945281981978e+00,-1.653492808341979980e+00,-9.684133195877075551e+00,1.129184848070144964e+00,-1.287270694971085039e+00,4.095278695225715859e-01,2.165669709444046076e-01,3.797265574336052274e-01,-9.684133195877075551e+00,1.129184848070144964e+00,-1.287270694971085039e+00,4.095278695225715859e-01,2.165669709444046076e-01,3.797265574336052274e-01,-9.667042684555053000e+00,-2.207708787918090998e+00,2.946256768703460871e+00,1.171224069595337092e+00,1.386989906430244057e-01,-5.137256711721420732e-01
-1.001861605644226039e+01,5.450605690479278786e-01,-4.193243101239205184e-01,1.282792079448699996e+00,2.351527452468872015e-01,9.346293518319725990e-03,-1.119663009643555007e+01,-1.411175847053528054e+00,-1.001007103919983043e+00,1.478530192375183017e+00,3.191625714302063210e-01,-9.089937925338744673e-01,-4.541154146194458008e+00,4.382457733154296875e+00,8.124026775360107422e+00,7.461012601852416992e-01,1.679662406444550005e+00,-1.687673509120940940e+00,-9.710379076004027610e+00,1.177404087781906084e+00,-1.098055928945540938e+00,4.411984592676163053e-01,2.011322371661662944e-01,3.678701177239417919e-01,-9.710379076004027610e+00,1.177404087781906084e+00,-1.098055928945540938e+00,4.411984592676163053e-01,2.011322371661662944e-01,3.678701177239417919e-01,-9.679860115051269531e+00,-2.174748945236205877e+00,2.907193005084991011e+00,1.205298012495040982e+00,1.419034399092196919e-01,-4.914014071226119884e-01
-1.000213623046875000e+01,5.652027606964111772e-01,-6.274605393409729004e-01,1.301805168390274048e+00,2.177419334650040061e-01,5.394146544858813286e-03,-1.118198108673096058e+01,-1.684621667861939009e+00,-8.569597244262695535e-01,1.504806613922119007e+00,3.165990114212036133e-01,-9.040803194046020952e-01,-4.602191209793090820e+00,4.303109645843505859e+00,8.099611759185791016e+00,7.407605051994323730e-01,1.752830564975738969e+00,-1.725058674812316895e+00,-9.778740119934081321e+00,1.185338890552521063e+00,-9.704885423183440274e-01,4.631488963961600813e-01,1.949903830885887090e-01,3.568147867918015081e-01,-9.778740119934081321e+00,1.185338890552521063e+00,-9.704885423183440274e-01,4.631488963961600813e-01,1.949903830885887090e-01,3.568147867918015081e-01,-9.680470466613769531e+00,-2.183962515422276152e+00,2.828048320043655028e+00,1.239865280333019015e+00,1.449629132236752993e-01,-4.690186267807370246e-01
-9.997863769531250000e+00,5.975523799657821433e-01,-7.751701056957245317e-01,1.311578708887100042e+00,1.811578668653965052e-01,4.966887412592768669e-03,-1.114291744232177983e+01,-1.928769683837890048e+00,-7.861567735671997070e-01,1.556505012512207076e+00,3.005767941474913885e-01,-8.972441554069519043e-01,-4.694067804436934388e+00,4.048360347747802734e+00,8.169322816949140531e+00,7.179077769580640700e-01,1.822653701430873019e+00,-1.755304167145177008e+00,-9.933163928985596414e+00,1.236609989404678034e+00,-8.954130142927170244e-01,4.724417880177497753e-01,1.819589808583260138e-01,3.519013062119483726e-01,-9.933163928985596414e+00,1.236609989404678034e+00,-8.954130142927170244e-01,4.724417880177497753e-01,1.819589808583260138e-01,3.519013062119483726e-01,-9.702443981170654652e+00,-2.185125112533568892e+00,2.699056792259217019e+00,1.269280099868774103e+00,1.414227753877639882e-01,-4.523605912923813199e-01
-9.974058818817137961e+00,6.500442117452621682e-01,-8.655049026012420210e-01,1.312433242797852007e+00,1.440931394696235990e-01,8.812219602987170219e-03,-1.100131187438964986e+01,-2.182683706283568892e+00,-7.568590044975280762e-01,1.625720977783202903e+00,2.736594676971436102e-01,-8.831446170806884766e-01,-4.827417492866516113e+00,3.958250439167022794e+00,7.980590152740478338e+00,6.877804040908813699e-01,1.881275326013565063e+00,-1.780762666463852062e+00,-9.969786548614500532e+00,1.356852889060973899e+00,-8.923611730337142056e-01,4.659260839223862138e-01,1.620914317667483950e-01,3.478957459330557778e-01,-9.969786548614500532e+00,1.356852889060973899e+00,-8.923611730337142056e-01,4.659260839223862138e-01,1.620914317667483950e-01,3.478957459330557778e-01,-9.726858997344971058e+00,-2.174138569831848056e+00,2.905362081527710139e+00,1.291390717029571977e+00,1.131168514490127064e-01,-4.353770524263381736e-01
-9.961240768432617188e+00,6.793420046567917314e-01,-9.070100665092468706e-01,1.302659678459167081e+00,1.029160443693399041e-01,1.693014251068233889e-02,-1.080843505859374964e+01,-2.378002262115479049e+00,-7.470930933952331099e-01,1.698995876312255904e+00,2.448194742202758900e-01,-8.630634307861327903e-01,-5.106356620788574219e+00,3.772087550163269132e+00,7.721182632446288885e+00,6.924802482128142866e-01,1.899487233161925914e+00,-1.800737035274506015e+00,-9.889828062057494762e+00,1.421552103757858010e+00,-9.100619137287140337e-01,4.511856392025946905e-01,1.578188396990299058e-01,3.426618218421936257e-01,-9.889828062057494762e+00,1.421552103757858010e+00,-9.100619137287140337e-01,4.511856392025946905e-01,1.578188396990299058e-01,3.426618218421936257e-01,-9.613651325828151073e+00,-2.184482624656276073e+00,3.126380230251112113e+00,1.318825263726083996e+00,1.069834342128351962e-01,-4.195010128774140923e-01
-9.953306198120117188e+00,7.391582697629928145e-01,-8.917507916688918179e-01,1.292939507961273105e+00,5.912198368459940095e-02,2.793206423521042009e-02,-1.056916961669922017e+01,-2.502517747879028143e+00,-7.275612473487853560e-01,1.756462240219115900e+00,2.198248207569122037e-01,-8.412732243537903720e-01,-5.332309995378765599e+00,3.737790573210943101e+00,7.525573526109967659e+00,6.943469388144356547e-01,1.919054684184847037e+00,-1.815291796411786951e+00,-9.804375982284547320e+00,1.402630650997161998e+00,-1.043122583627700939e+00,4.436552032828330883e-01,1.625721000134945082e-01,3.354518264532089233e-01,-9.804375982284547320e+00,1.402630650997161998e+00,-1.043122583627700939e+00,4.436552032828330883e-01,1.625721000134945082e-01,3.354518264532089233e-01,-9.526046895980833540e+00,-2.208319151401520131e+00,2.998138177394867210e+00,1.325304383039473954e+00,1.027558211237191987e-01,-4.116107642650603804e-01
